Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,Sales and office ,Office and administrative support,Cargo and freight agents,,Male,14,–,–
2016,Sales and office ,Office and administrative support,Couriers and messengers,,Male,135,$739,46
2016,Sales and office ,Office and administrative support,Dispatchers,,Male,126,$734,24
2016,Sales and office ,Office and administrative support,"Meter readers, utilities",,Male,28,–,–
2016,Sales and office ,Office and administrative support,Postal service clerks,,Male,58,$999,36
2016,Sales and office ,Office and administrative support,Postal service mail carriers,,Male,185,"$1,020",35
2016,Sales and office ,Office and administrative support,"Postal service mail sorters, processors, and processing machine operators",,Male,33,–,–
2016,Sales and office ,Office and administrative support,"Production, planning, and expediting clerks",,Male,113,$935,28
2016,Sales and office ,Office and administrative support,"Shipping, receiving, and traffic clerks",,Male,322,$602,12
2016,Sales and office ,Office and administrative support,Stock clerks and order fillers,,Male,643,$533,19
2016,Sales and office ,Office and administrative support,"Weighers, measurers, checkers, and samplers, recordkeeping",,Male,21,–,–
2016,Sales and office ,Office and administrative support,Secretaries and administrative assistants,,Male,133,$831,43
2016,Sales and office ,Office and administrative support,Computer operators,,Male,41,–,–
2016,Sales and office ,Office and administrative support,Data entry keyers,,Male,51,$655,25
2016,Sales and office ,Office and administrative support,Word processors and typists,,Male,7,–,–
2016,Sales and office ,Office and administrative support,Desktop publishers,,Male,0,–,–
2016,Sales and office ,Office and administrative support,Insurance claims and policy processing clerks,,Male,40,–,–
2016,Sales and office ,Office and administrative support,"Mail clerks and mail machine operators, except postal service",,Male,33,–,–
2016,Sales and office ,Office and administrative support,"Office clerks, general",,Male,140,$707,30
2016,Sales and office ,Office and administrative support,"Office machine operators, except computer",,Male,14,–,–
2016,Sales and office ,Office and administrative support,Proofreaders and copy markers,,Male,0,–,–
2016,Sales and office ,Office and administrative support,Statistical assistants,,Male,5,–,–
2016,Sales and office ,Office and administrative support,"Office and administrative support workers, all other",,Male,107,$855,54
2016,"Natural resources, construction, and maintenance",,,,Male,"10,558",$794,5
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",,,Male,673,$544,13
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ","First-line supervisors of farming, fishing, and forestry workers",,Male,25,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Agricultural inspectors,,Male,13,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Animal breeders,,Male,1,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ","Graders and sorters, agricultural products",,Male,25,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Miscellaneous agricultural workers,,Male,547,$524,11
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Fishers and related fishing workers,,Male,4,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Hunters and trappers,,Male,1,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Forest and conservation workers,,Male,17,–,–
2016,"Natural resources, construction, and maintenance","Farming, fishing, and forestry ",Logging workers,,Male,39,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,,,Male,"5,828",$786,6
2016,"Natural resources, construction, and maintenance",Construction and extraction,First-line supervisors of construction trades and extraction workers,,Male,540,"$1,101",44
2016,"Natural resources, construction, and maintenance",Construction and extraction,Boilermakers,,Male,26,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Brickmasons, blockmasons, and stonemasons",,Male,119,$741,49
2016,"Natural resources, construction, and maintenance",Construction and extraction,Carpenters,,Male,828,$733,20
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Carpet, floor, and tile installers and finishers",,Male,91,$597,27
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Cement masons, concrete finishers, and terrazzo workers",,Male,47,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Construction laborers,,Male,"1,281",$697,11
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Paving, surfacing, and tamping equipment operators",,Male,11,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Pile-driver operators,,Male,4,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Operating engineers and other construction equipment operators,,Male,328,$922,46
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Drywall installers, ceiling tile installers, and tapers",,Male,137,$601,18
2016,"Natural resources, construction, and maintenance",Construction and extraction,Electricians,,Male,649,$951,27
2016,"Natural resources, construction, and maintenance",Construction and extraction,Glaziers,,Male,47,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Insulation workers,,Male,40,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Painters, construction and maintenance",,Male,375,$615,10
2016,"Natural resources, construction, and maintenance",Construction and extraction,Paperhangers,,Male,0,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Pipelayers, plumbers, pipefitters, and steamfitters",,Male,464,$925,41
2016,"Natural resources, construction, and maintenance",Construction and extraction,Plasterers and stucco masons,,Male,25,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Reinforcing iron and rebar workers,,Male,12,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Roofers,,Male,158,$624,23
2016,"Natural resources, construction, and maintenance",Construction and extraction,Sheet metal workers,,Male,115,$820,22
2016,"Natural resources, construction, and maintenance",Construction and extraction,Structural iron and steel workers,,Male,60,$983,49
2016,"Natural resources, construction, and maintenance",Construction and extraction,Solar photovoltaic installers,,Male,10,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Helpers, construction trades",,Male,40,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Construction and building inspectors,,Male,62,"$1,040",121
2016,"Natural resources, construction, and maintenance",Construction and extraction,Elevator installers and repairers,,Male,41,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Fence erectors,,Male,29,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Hazardous materials removal workers,,Male,24,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Highway maintenance workers,,Male,83,$723,69
2016,"Natural resources, construction, and maintenance",Construction and extraction,Rail-track laying and maintenance equipment operators,,Male,8,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Septic tank servicers and sewer pipe cleaners,,Male,9,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Miscellaneous construction and related workers,,Male,17,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",,Male,29,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Earth drillers, except oil and gas",,Male,23,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Explosives workers, ordnance handling experts, and blasters",,Male,9,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Mining machine operators,,Male,48,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Roof bolters, mining",,Male,3,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,"Roustabouts, oil and gas",,Male,4,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Helpers—extraction workers,,Male,3,–,–
2016,"Natural resources, construction, and maintenance",Construction and extraction,Other extraction workers,,Male,29,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",,,Male,"4,057",$863,9
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","First-line supervisors of mechanics, installers, and repairers",,Male,221,"$1,016",33
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Computer, automated teller, and office machine repairers",,Male,150,$861,35
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Radio and telecommunications equipment installers and repairers,,Male,110,$975,40
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Avionics technicians,,Male,8,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Electric motor, power tool, and related repairers",,Male,23,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Electrical and electronics installers and repairers, transportation equipment",,Male,3,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Electrical and electronics repairers, industrial and utility",,Male,14,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Electronic equipment installers and repairers, motor vehicles",,Male,8,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Electronic home entertainment equipment installers and repairers,,Male,32,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Security and fire alarm systems installers,,Male,68,$909,176
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Aircraft mechanics and service technicians,,Male,134,"$1,053",54
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive body and related repairers,,Male,112,$770,47
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive glass installers and repairers,,Male,14,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive service technicians and mechanics,,Male,677,$729,16
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Bus and truck mechanics and diesel engine specialists,,Male,297,$875,26
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Heavy vehicle and mobile equipment service technicians and mechanics,,Male,198,$964,35
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Small engine mechanics,,Male,30,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",,Male,73,$646,148
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Control and valve installers and repairers,,Male,32,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Heating, air conditioning, and refrigeration mechanics and installers",,Male,357,$868,23
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Home appliance repairers,,Male,25,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Industrial and refractory machinery mechanics,,Male,374,$973,27
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance and repair workers, general",,Male,502,$797,25
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance workers, machinery",,Male,19,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Millwrights,,Male,35,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Electrical power-line installers and repairers,,Male,125,"$1,165",92
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Telecommunications line installers and repairers,,Male,168,$824,98
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Precision instrument and equipment repairers,,Male,46,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Wind turbine service technicians,,Male,5,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Coin, vending, and amusement machine servicers and repairers",,Male,24,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Commercial divers,,Male,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Locksmiths and safe repairers,,Male,12,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Manufactured building and mobile home installers,,Male,7,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Riggers,,Male,11,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Signal and track switch repairers,,Male,4,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Helpers—installation, maintenance, and repair workers",,Male,9,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Other installation, maintenance, and repair workers",,Male,130,$782,37
2016,"Production, transportation, and material moving ",,,,Male,"11,661",$704,4
2016,"Production, transportation, and material moving ",Production,,,Male,"5,564",$723,6
2016,"Production, transportation, and material moving ",Production,First-line supervisors of production and operating workers,,Male,599,$972,27
2016,"Production, transportation, and material moving ",Production,"Aircraft structure, surfaces, rigging, and systems assemblers",,Male,4,–,–
2016,"Production, transportation, and material moving ",Production,"Electrical, electronics, and electromechanical assemblers",,Male,55,$618,23
2016,"Production, transportation, and material moving ",Production,Engine and other machine assemblers,,Male,6,–,–
2016,"Production, transportation, and material moving ",Production,Structural metal fabricators and fitters,,Male,22,–,–
2016,"Production, transportation, and material moving ",Production,Miscellaneous assemblers and fabricators,,Male,645,$625,15
2016,"Production, transportation, and material moving ",Production,Bakers,,Male,55,$562,65
2016,"Production, transportation, and material moving ",Production,"Butchers and other meat, poultry, and fish processing workers",,Male,183,$571,32
2016,"Production, transportation, and material moving ",Production,"Food and tobacco roasting, baking, and drying machine operators and tenders",,Male,14,–,–
2016,"Production, transportation, and material moving ",Production,Food batchmakers,,Male,40,–,–
2016,"Production, transportation, and material moving ",Production,Food cooking machine operators and tenders,,Male,6,–,–
2016,"Production, transportation, and material moving ",Production,"Food processing workers, all other",,Male,88,$579,34
2016,"Production, transportation, and material moving ",Production,Computer control programmers and operators,,Male,80,$843,71
2016,"Production, transportation, and material moving ",Production,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,Male,11,–,–
2016,"Production, transportation, and material moving ",Production,"Forging machine setters, operators, and tenders, metal and plastic",,Male,5,–,–
2016,"Production, transportation, and material moving ",Production,"Rolling machine setters, operators, and tenders, metal and plastic",,Male,9,–,–
2016,"Production, transportation, and material moving ",Production,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,Male,68,$672,55
2016,"Production, transportation, and material moving ",Production,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,Male,8,–,–
2016,"Production, transportation, and material moving ",Production,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,Male,42,–,–
2016,"Production, transportation, and material moving ",Production,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,Male,12,–,–
2016,"Production, transportation, and material moving ",Production,"Milling and planing machine setters, operators, and tenders, metal and plastic",,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,Machinists,,Male,313,$844,49
2016,"Production, transportation, and material moving ",Production,"Metal furnace operators, tenders, pourers, and casters",,Male,30,–,–
2016,"Production, transportation, and material moving ",Production,"Model makers and patternmakers, metal and plastic",,Male,3,–,–
2016,"Production, transportation, and material moving ",Production,"Molders and molding machine setters, operators, and tenders, metal and plastic",,Male,21,–,–
2016,"Production, transportation, and material moving ",Production,"Multiple machine tool setters, operators, and tenders, metal and plastic",,Male,1,–,–
2016,"Production, transportation, and material moving ",Production,Tool and die makers,,Male,43,–,–
2016,"Production, transportation, and material moving ",Production,"Welding, soldering, and brazing workers",,Male,535,$753,23
2016,"Production, transportation, and material moving ",Production,"Heat treating equipment setters, operators, and tenders, metal and plastic",,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,"Layout workers, metal and plastic",,Male,6,–,–
2016,"Production, transportation, and material moving ",Production,"Plating and coating machine setters, operators, and tenders, metal and plastic",,Male,20,–,–
2016,"Production, transportation, and material moving ",Production,"Tool grinders, filers, and sharpeners",,Male,4,–,–
2016,"Production, transportation, and material moving ",Production,"Metal workers and plastic workers, all other",,Male,306,$658,29
2016,"Production, transportation, and material moving ",Production,Prepress technicians and workers,,Male,8,–,–
2016,"Production, transportation, and material moving ",Production,Printing press operators,,Male,137,$748,41
2016,"Production, transportation, and material moving ",Production,Print binding and finishing workers,,Male,9,–,–
2016,"Production, transportation, and material moving ",Production,Laundry and dry-cleaning workers,,Male,55,$486,34
2016,"Production, transportation, and material moving ",Production,"Pressers, textile, garment, and related materials",,Male,10,–,–
2016,"Production, transportation, and material moving ",Production,Sewing machine operators,,Male,52,$407,16
2016,"Production, transportation, and material moving ",Production,Shoe and leather workers and repairers,,Male,3,–,–
2016,"Production, transportation, and material moving ",Production,Shoe machine operators and tenders,,Male,1,–,–
2016,"Production, transportation, and material moving ",Production,"Tailors, dressmakers, and sewers",,Male,7,–,–
2016,"Production, transportation, and material moving ",Production,Textile bleaching and dyeing machine operators and tenders,,Male,0,–,–
2016,"Production, transportation, and material moving ",Production,"Textile cutting machine setters, operators, and tenders",,Male,4,–,–
2016,"Production, transportation, and material moving ",Production,"Textile knitting and weaving machine setters, operators, and tenders",,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,Male,0,–,–
2016,"Production, transportation, and material moving ",Production,Fabric and apparel patternmakers,,Male,1,–,–
2016,"Production, transportation, and material moving ",Production,Upholsterers,,Male,19,–,–
2016,"Production, transportation, and material moving ",Production,"Textile, apparel, and furnishings workers, all other",,Male,11,–,–
2016,"Production, transportation, and material moving ",Production,Cabinetmakers and bench carpenters,,Male,30,–,–
2016,"Production, transportation, and material moving ",Production,Furniture finishers,,Male,8,–,–
2016,"Production, transportation, and material moving ",Production,"Model makers and patternmakers, wood",,Male,0,–,–
2016,"Production, transportation, and material moving ",Production,"Sawing machine setters, operators, and tenders, wood",,Male,27,–,–
2016,"Production, transportation, and material moving ",Production,"Woodworking machine setters, operators, and tenders, except sawing",,Male,19,–,–
2016,"Production, transportation, and material moving ",Production,"Woodworkers, all other",,Male,15,–,–
2016,"Production, transportation, and material moving ",Production,"Power plant operators, distributors, and dispatchers",,Male,37,–,–
2016,"Production, transportation, and material moving ",Production,Stationary engineers and boiler operators,,Male,72,$954,167
2016,"Production, transportation, and material moving ",Production,Water and wastewater treatment plant and system operators,,Male,72,$885,20
2016,"Production, transportation, and material moving ",Production,Miscellaneous plant and system operators,,Male,38,–,–
2016,"Production, transportation, and material moving ",Production,"Chemical processing machine setters, operators, and tenders",,Male,46,–,–
2016,"Production, transportation, and material moving ",Production,"Crushing, grinding, polishing, mixing, and blending workers",,Male,82,$642,37
2016,"Production, transportation, and material moving ",Production,Cutting workers,,Male,50,$546,175
2016,"Production, transportation, and material moving ",Production,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,Male,19,–,–
2016,"Production, transportation, and material moving ",Production,"Furnace, kiln, oven, drier, and kettle operators and tenders",,Male,10,–,–
2016,"Production, transportation, and material moving ",Production,"Inspectors, testers, sorters, samplers, and weighers",,Male,445,$834,35
2016,"Production, transportation, and material moving ",Production,Jewelers and precious stone and metal workers,,Male,11,–,–
2016,"Production, transportation, and material moving ",Production,"Medical, dental, and ophthalmic laboratory technicians",,Male,33,–,–
2016,"Production, transportation, and material moving ",Production,Packaging and filling machine operators and tenders,,Male,112,$574,32
2016,"Production, transportation, and material moving ",Production,Painting workers,,Male,147,$713,30
2016,"Production, transportation, and material moving ",Production,Photographic process workers and processing machine operators,,Male,11,–,–
2016,"Production, transportation, and material moving ",Production,Semiconductor processors,,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,Adhesive bonding machine operators and tenders,,Male,7,–,–
2016,"Production, transportation, and material moving ",Production,"Cleaning, washing, and metal pickling equipment operators and tenders",,Male,2,–,–
2016,"Production, transportation, and material moving ",Production,Cooling and freezing equipment operators and tenders,,Male,0,–,–
2016,"Production, transportation, and material moving ",Production,Etchers and engravers,,Male,3,–,–
2016,"Production, transportation, and material moving ",Production,"Molders, shapers, and casters, except metal and plastic",,Male,14,–,–
2016,"Production, transportation, and material moving ",Production,"Paper goods machine setters, operators, and tenders",,Male,21,–,–
2016,"Production, transportation, and material moving ",Production,Tire builders,,Male,10,–,–
2016,"Production, transportation, and material moving ",Production,Helpers—production workers,,Male,23,–,–
2016,"Production, transportation, and material moving ",Production,"Production workers, all other",,Male,641,$690,17
2016,"Production, transportation, and material moving ",Transportation and material moving,,,Male,"6,097",$685,6
2016,"Production, transportation, and material moving ",Transportation and material moving,Supervisors of transportation and material moving workers,,Male,126,$843,62
2016,"Production, transportation, and material moving ",Transportation and material moving,Aircraft pilots and flight engineers,,Male,112,"$1,600",70
2016,"Production, transportation, and material moving ",Transportation and material moving,Air traffic controllers and airfield operations specialists,,Male,19,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Flight attendants,,Male,19,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Ambulance drivers and attendants, except emergency medical technicians",,Male,13,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Bus drivers,,Male,197,$691,32
2016,"Production, transportation, and material moving ",Transportation and material moving,Driver/sales workers and truck drivers,,Male,"2,689",$787,10
2016,"Production, transportation, and material moving ",Transportation and material moving,Taxi drivers and chauffeurs,,Male,222,$595,19
2016,"Production, transportation, and material moving ",Transportation and material moving,"Motor vehicle operators, all other",,Male,23,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Locomotive engineers and operators,,Male,45,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Railroad brake, signal, and switch operators",,Male,3,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Railroad conductors and yardmasters,,Male,51,"$1,148",91
2016,"Production, transportation, and material moving ",Transportation and material moving,"Subway, streetcar, and other rail transportation workers",,Male,13,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Sailors and marine oilers,,Male,14,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Ship and boat captains and operators,,Male,26,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Ship engineers,,Male,4,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Bridge and lock tenders,,Male,3,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Parking lot attendants,,Male,62,$513,19
2016,"Production, transportation, and material moving ",Transportation and material moving,Automotive and watercraft service attendants,,Male,67,$456,18
2016,"Production, transportation, and material moving ",Transportation and material moving,Transportation inspectors,,Male,20,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Transportation attendants, except flight attendants",,Male,10,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Other transportation workers,,Male,24,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Conveyor operators and tenders,,Male,4,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Crane and tower operators,,Male,66,$909,48
2016,"Production, transportation, and material moving ",Transportation and material moving,"Dredge, excavating, and loading machine operators",,Male,27,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Hoist and winch operators,,Male,10,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Industrial truck and tractor operators,,Male,510,$604,10
2016,"Production, transportation, and material moving ",Transportation and material moving,Cleaners of vehicles and equipment,,Male,224,$487,14
2016,"Production, transportation, and material moving ",Transportation and material moving,"Laborers and freight, stock, and material movers, hand",,Male,"1,196",$580,8
2016,"Production, transportation, and material moving ",Transportation and material moving,Machine feeders and offbearers,,Male,14,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Packers and packagers, hand",,Male,166,$468,14
2016,"Production, transportation, and material moving ",Transportation and material moving,Pumping station operators,,Male,11,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Refuse and recyclable material collectors,,Male,64,$584,65
2016,"Production, transportation, and material moving ",Transportation and material moving,Mine shuttle car operators,,Male,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Tank car, truck, and ship loaders",,Male,2,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Material moving workers, all other",,Male,40,–,–
2016,"Management, professional, and related ",,,,Total,"45,930","$1,188",5
2016,"Management, professional, and related ","Management, business, and financial operations ",,,Total,"19,023","$1,284",11
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,,Total,"12,828","$1,370",10
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Chief executives,Total,"1,150","$2,303",23
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,General and operations managers,Total,876,"$1,266",30
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Legislators,Total,11,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Advertising and promotions managers,Total,56,"$1,332",45
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Marketing and sales managers,Total,921,"$1,468",40
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Public relations and fundraising managers,Total,60,"$1,532",230
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Administrative services managers,Total,172,"$1,261",54
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Computer and information systems managers,Total,592,"$1,738",24
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Financial managers,Total,"1,105","$1,423",35
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Compensation and benefits managers,Total,16,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Human resources managers,Total,263,"$1,340",31
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Training and development managers,Total,58,"$1,507",147
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Industrial production managers,Total,267,"$1,361",51
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Purchasing managers,Total,187,"$1,274",137
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Transportation, storage, and distribution managers",Total,288,$990,40
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Farmers, ranchers, and other agricultural managers",Total,119,$892,78
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Construction managers,Total,487,"$1,395",40
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Education administrators,Total,838,"$1,381",28
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Architectural and engineering managers,Total,143,"$2,258",130
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Food service managers,Total,760,$739,17
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Funeral service managers,Total,13,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Gaming managers,Total,18,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Lodging managers,Total,124,$929,48
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Medical and health services managers,Total,533,"$1,402",67
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Natural sciences managers,Total,14,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Postmasters and mail superintendents,Total,23,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Property, real estate, and community association managers",Total,402,$959,51
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Social and community service managers,Total,363,"$1,079",71
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Emergency management directors,Total,8,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Managers, all other",Total,"2,960","$1,422",23
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,,Total,"6,195","$1,161",8
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Agents and business managers of artists, performers, and athletes",Total,23,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Buyers and purchasing agents, farm products",Total,8,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Wholesale and retail buyers, except farm products",Total,152,$838,49
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Purchasing agents, except wholesale, retail, and farm products",Total,253,"$1,024",39
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Claims adjusters, appraisers, examiners, and investigators",Total,321,$969,25
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Compliance officers,Total,252,"$1,243",38
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Cost estimators,Total,104,"$1,159",34
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Human resources workers,Total,631,"$1,139",26
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Compensation, benefits, and job analysis specialists",Total,72,"$1,069",58
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Training and development specialists,Total,129,"$1,103",37
