Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Number of workers,Median weekly earnings,Standarderrorofmedian
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,28,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,39,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,31,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,17,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,58,"$1,002",42
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,11,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,11,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,0,–,–
2019,"Management, professional, and related",Professional and related,"Life, physical, and social science",,Total,124,$862,31
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,2223,$913,10
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,705,$941,15
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,753,$907,15
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,105,$944,30
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,166,$749,22
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,62,$881,78
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,337,$990,45
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,51,$927,49
2019,"Management, professional, and related",Professional and related,Community and social service ,,Total,45,–,–
2019,"Management, professional, and related",Professional and related,Legal ,,Total,1466,"$1,467",29
2019,"Management, professional, and related",Professional and related,Legal ,,Total,853,"$1,947",70
2019,"Management, professional, and related",Professional and related,Legal ,,Total,15,–,–
2019,"Management, professional, and related",Professional and related,Legal ,,Total,69,"$1,602",84
2019,"Management, professional, and related",Professional and related,Legal ,,Total,413,$948,25
2019,"Management, professional, and related",Professional and related,Legal ,,Total,117,"$1,143",46
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,7166,"$1,002",9
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,994,"$1,439",29
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,568,$648,28
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,3030,"$1,010",11
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,948,"$1,141",12
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,324,"$1,039",20
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,388,$957,47
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,37,–,–
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,127,$927,79
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,10,–,–
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,615,$556,14
2019,"Management, professional, and related",Professional and related,"Education, training, and library ",,Total,125,"$1,095",98
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,1880,"$1,086",24
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,64,"$1,078",71
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,684,"$1,060",24
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,7,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,147,"$1,224",113
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,164,"$1,044",25
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,11,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,47,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,17,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,26,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,59,"$1,012",42
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,118,"$1,313",92
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,124,"$1,112",35
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,60,"$1,318",108
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,110,"$1,233",70
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,62,$880,28
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,73,"$1,028",67
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,68,$904,102
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,35,–,–
2019,"Management, professional, and related",Professional and related,"Arts, design, entertainment, sports, and media",,Total,4,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,7154,"$1,140",8
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,15,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,56,"$1,884",40
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,70,$967,45
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,29,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,263,"$2,071",249
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,827,"$2,001",148
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,118,"$1,752",37
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,4,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,8,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,80,"$1,283",41
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,209,"$1,395",46
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,13,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,11,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,95,"$1,074",48
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,105,"$1,215",64
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,2,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,155,"$1,047",37
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,64,"$1,677",107
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,2584,"$1,167",11
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,22,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,2,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,158,"$1,894",23
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,10,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,290,$893,34
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,75,"$1,047",45
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,269,"$1,140",44
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,180,$894,48
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,542,$691,17
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,490,$757,21
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,140,$765,40
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,47,–,–
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,117,$873,97
2019,"Management, professional, and related",Professional and related,Healthcare practitioners and technical,,Total,100,"$1,022",52
2019,Service ,,,,Total,16288,$569,3
2019,Service ,Healthcare support,,,Total,2595,$561,6
2019,Service ,Healthcare support,"Nursing, psychiatric, and home health aides",,Total,1419,$516,4
2019,Service ,Healthcare support,Occupational therapy assistants and aides,,Total,24,–,–
2019,Service ,Healthcare support,Physical therapist assistants and aides,,Total,68,$848,32
2019,Service ,Healthcare support,Massage therapists,,Total,40,–,–
2019,Service ,Healthcare support,Dental assistants,,Total,197,$606,13
2019,Service ,Healthcare support,Medical assistants,,Total,499,$612,10
2019,Service ,Healthcare support,Medical transcriptionists,,Total,23,–,–
2019,Service ,Healthcare support,Pharmacy aides,,Total,28,–,–
2019,Service ,Healthcare support,Veterinary assistants and laboratory animal caretakers,,Total,49,–,–
2019,Service ,Healthcare support,Phlebotomists,,Total,96,$624,16
2019,Service ,Healthcare support,"Miscellaneous healthcare support occupations, including medical equipment preparers",,Total,154,$598,16
2019,Service ,Protective service ,,,Total,2836,$848,15
2019,Service ,Protective service ,First-line supervisors of correctional officers,,Total,47,–,–
2019,Service ,Protective service ,First-line supervisors of police and detectives,,Total,85,"$1,460",48
2019,Service ,Protective service ,First-line supervisors of fire fighting and prevention workers,,Total,52,"$1,304",65
2019,Service ,Protective service ,"First-line supervisors of protective service workers, all other",,Total,74,$839,212
2019,Service ,Protective service ,Firefighters,,Total,295,"$1,126",43
2019,Service ,Protective service ,Fire inspectors,,Total,18,–,–
2019,Service ,Protective service ,"Bailiffs, correctional officers, and jailers",,Total,394,$742,28
2019,Service ,Protective service ,Detectives and criminal investigators,,Total,157,"$1,331",65
2019,Service ,Protective service ,Fish and game wardens,,Total,6,–,–
2019,Service ,Protective service ,Parking enforcement workers,,Total,4,–,–
2019,Service ,Protective service ,Police and sheriff's patrol officers,,Total,728,"$1,092",26
2019,Service ,Protective service ,Transit and railroad police,,Total,1,–,–
2019,Service ,Protective service ,Animal control workers,,Total,13,–,–
2019,Service ,Protective service ,Private detectives and investigators,,Total,89,$851,69
2019,Service ,Protective service ,Security guards and gaming surveillance officers,,Total,781,$596,9
2019,Service ,Protective service ,Crossing guards,,Total,28,–,–
2019,Service ,Protective service ,Transportation security screeners,,Total,33,–,–
2019,Service ,Protective service ,"Lifeguards and other recreational, and all other protective service workers",,Total,31,–,–
2019,Service ,Food preparation and serving related,,,Total,4394,$501,4
2019,Service ,Food preparation and serving related,Chefs and head cooks,,Total,365,$615,13
2019,Service ,Food preparation and serving related,First-line supervisors of food preparation and serving workers,,Total,397,$583,20
2019,Service ,Food preparation and serving related,Cooks,,Total,1325,$486,6
2019,Service ,Food preparation and serving related,Food preparation workers,,Total,473,$463,11
2019,Service ,Food preparation and serving related,Bartenders,,Total,275,$581,11
2019,Service ,Food preparation and serving related,"Combined food preparation and serving workers, including fast food",,Total,147,$436,26
2019,Service ,Food preparation and serving related,"Counter attendants, cafeteria, food concession, and coffee shop",,Total,41,–,–
2019,Service ,Food preparation and serving related,Waiters and waitresses,,Total,932,$496,8
2019,Service ,Food preparation and serving related,"Food servers, nonrestaurant",,Total,106,$484,13
2019,Service ,Food preparation and serving related,Dining room and cafeteria attendants and bartender helpers,,Total,118,$447,34
2019,Service ,Food preparation and serving related,Dishwashers,,Total,111,$441,22
2019,Service ,Food preparation and serving related,"Hosts and hostesses, restaurant, lounge, and coffee shop",,Total,102,$471,23
2019,Service ,Food preparation and serving related,"Food preparation and serving related workers, all other",,Total,2,–,–
2019,Service ,Building and grounds cleaning and maintenance,,,Total,3695,$551,6
2019,Service ,Building and grounds cleaning and maintenance,First-line supervisors of housekeeping and janitorial workers,,Total,193,$711,27
2019,Service ,Building and grounds cleaning and maintenance,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",,Total,95,$770,20
2019,Service ,Building and grounds cleaning and maintenance,Janitors and building cleaners,,Total,1672,$571,8
2019,Service ,Building and grounds cleaning and maintenance,Maids and housekeeping cleaners,,Total,825,$467,8
2019,Service ,Building and grounds cleaning and maintenance,Pest control workers,,Total,75,$688,94
2019,Service ,Building and grounds cleaning and maintenance,Grounds maintenance workers,,Total,834,$572,12
2019,Service ,Personal care and service,,,Total,2768,$544,7
2019,Service ,Personal care and service,First-line supervisors of gaming workers,,Total,125,$793,71
2019,Service ,Personal care and service,First-line supervisors of personal service workers,,Total,86,$747,47
2019,Service ,Personal care and service,Animal trainers,,Total,11,–,–
2019,Service ,Personal care and service,Nonfarm animal caretakers,,Total,102,$555,42
2019,Service ,Personal care and service,Gaming services workers,,Total,73,$654,44
2019,Service ,Personal care and service,Motion picture projectionists,,Total,0,–,–
2019,Service ,Personal care and service,"Ushers, lobby attendants, and ticket takers",,Total,5,–,–
2019,Service ,Personal care and service,Miscellaneous entertainment attendants and related workers,,Total,85,$523,33
2019,Service ,Personal care and service,Embalmers and funeral attendants,,Total,11,–,–
2019,Service ,Personal care and service,"Morticians, undertakers, and funeral directors",,Total,27,–,–
2019,Service ,Personal care and service,Barbers,,Total,48,–,–
2019,Service ,Personal care and service,"Hairdressers, hairstylists, and cosmetologists",,Total,309,$545,17
2019,Service ,Personal care and service,Miscellaneous personal appearance workers,,Total,258,$523,22
2019,Service ,Personal care and service,"Baggage porters, bellhops, and concierges",,Total,73,$620,16
2019,Service ,Personal care and service,Tour and travel guides,,Total,22,–,–
2019,Service ,Personal care and service,Childcare workers,,Total,437,$500,10
2019,Service ,Personal care and service,Personal care aides,,Total,786,$500,7
2019,Service ,Personal care and service,Recreation and fitness workers,,Total,208,$603,24
2019,Service ,Personal care and service,Residential advisors,,Total,29,–,–
2019,Service ,Personal care and service,"Personal care and service workers, all other",,Total,74,$522,50
2019,Sales and office,,,,Total,23714,$742,3
2019,Sales and office,Sales and related,,,Total,10077,$798,7
2019,Sales and office,Sales and related,First-line supervisors of retail sales workers,,Total,2421,$795,14
2019,Sales and office,Sales and related,First-line supervisors of non-retail sales workers,,Total,893,"$1,153",21
2019,Sales and office,Sales and related,Cashiers,,Total,1390,$465,7
2019,Sales and office,Sales and related,Counter and rental clerks,,Total,82,$729,22
2019,Sales and office,Sales and related,Parts salespersons,,Total,109,$702,40
2019,Sales and office,Sales and related,Retail salespersons,,Total,1860,$657,12
2019,Sales and office,Sales and related,Advertising sales agents,,Total,169,$998,119
2019,Sales and office,Sales and related,Insurance sales agents,,Total,466,$859,22
2019,Sales and office,Sales and related,"Securities, commodities, and financial services sales agents",,Total,197,"$1,440",35
2019,Sales and office,Sales and related,Travel agents,,Total,53,$789,57
2019,Sales and office,Sales and related,"Sales representatives, services, all other",,Total,427,"$1,230",89
2019,Sales and office,Sales and related,"Sales representatives, wholesale and manufacturing",,Total,1112,"$1,161",15
2019,Sales and office,Sales and related,"Models, demonstrators, and product promoters",,Total,15,–,–
2019,Sales and office,Sales and related,Real estate brokers and sales agents,,Total,528,"$1,019",51
2019,Sales and office,Sales and related,Sales engineers,,Total,38,–,–
2019,Sales and office,Sales and related,Telemarketers,,Total,50,$559,29
2019,Sales and office,Sales and related,"Door-to-door sales workers, news and street vendors, and related workers",,Total,41,–,–
2019,Sales and office,Sales and related,"Sales and related workers, all other",,Total,227,"$1,036",62
2019,Sales and office,Office and administrative support,,,Total,13637,$717,3
2019,Sales and office,Office and administrative support,First-line supervisors of office and administrative support workers,,Total,1279,$885,15
2019,Sales and office,Office and administrative support,"Switchboard operators, including answering service",,Total,21,–,–
2019,Sales and office,Office and administrative support,Telephone operators,,Total,29,–,–
2019,Sales and office,Office and administrative support,"Communications equipment operators, all other",,Total,7,–,–
2019,Sales and office,Office and administrative support,Bill and account collectors,,Total,114,$711,21
2019,Sales and office,Office and administrative support,Billing and posting clerks,,Total,417,$721,22
2019,Sales and office,Office and administrative support,"Bookkeeping, accounting, and auditing clerks",,Total,679,$742,10
2019,Sales and office,Office and administrative support,Gaming cage workers,,Total,7,–,–
2019,Sales and office,Office and administrative support,Payroll and timekeeping clerks,,Total,111,$827,38
2019,Sales and office,Office and administrative support,Procurement clerks,,Total,30,–,–
2019,Sales and office,Office and administrative support,Tellers,,Total,240,$584,8
2019,Sales and office,Office and administrative support,"Financial clerks, all other",,Total,77,$839,166
2019,Sales and office,Office and administrative support,Brokerage clerks,,Total,5,–,–
2019,Sales and office,Office and administrative support,Correspondence clerks,,Total,5,–,–
2019,Sales and office,Office and administrative support,"Court, municipal, and license clerks",,Total,78,$897,71
2019,Sales and office,Office and administrative support,"Credit authorizers, checkers, and clerks",,Total,50,$818,149
2019,Sales and office,Office and administrative support,Customer service representatives,,Total,1904,$683,9
2019,Sales and office,Office and administrative support,"Eligibility interviewers, government programs",,Total,67,$887,61
2019,Sales and office,Office and administrative support,File clerks,,Total,110,$650,33
2019,Sales and office,Office and administrative support,"Hotel, motel, and resort desk clerks",,Total,85,$520,28
2019,Sales and office,Office and administrative support,"Interviewers, except eligibility and loan",,Total,114,$702,45
2019,Sales and office,Office and administrative support,"Library assistants, clerical",,Total,34,–,–
2019,Sales and office,Office and administrative support,Loan interviewers and clerks,,Total,115,$827,42
2019,Sales and office,Office and administrative support,New accounts clerks,,Total,21,–,–
2019,Sales and office,Office and administrative support,Order clerks,,Total,57,$659,29
2019,Sales and office,Office and administrative support,"Human resources assistants, except payroll and timekeeping",,Total,53,$816,126
2019,Sales and office,Office and administrative support,Receptionists and information clerks,,Total,934,$605,6
2019,Sales and office,Office and administrative support,Reservation and transportation ticket agents and travel clerks,,Total,109,$745,114
2019,Sales and office,Office and administrative support,"Information and record clerks, all other",,Total,95,$733,22
2019,Sales and office,Office and administrative support,Cargo and freight agents,,Total,18,–,–
2019,Sales and office,Office and administrative support,Couriers and messengers,,Total,192,$786,33
2019,Sales and office,Office and administrative support,Dispatchers,,Total,270,$783,47
2019,Sales and office,Office and administrative support,"Meter readers, utilities",,Total,24,–,–
2019,Sales and office,Office and administrative support,Postal service clerks,,Total,115,$765,58
2019,Sales and office,Office and administrative support,Postal service mail carriers,,Total,288,$931,28
2019,Sales and office,Office and administrative support,"Postal service mail sorters, processors, and processing machine operators",,Total,53,$980,139
2019,Sales and office,Office and administrative support,"Production, planning, and expediting clerks",,Total,252,$870,39
2019,Sales and office,Office and administrative support,"Shipping, receiving, and traffic clerks",,Total,524,$632,16
2019,Sales and office,Office and administrative support,Stock clerks and order fillers,,Total,988,$562,11
2019,Sales and office,Office and administrative support,"Weighers, measurers, checkers, and samplers, recordkeeping",,Total,44,–,–
2019,Sales and office,Office and administrative support,Secretaries and administrative assistants,,Total,1977,$759,7
2019,Sales and office,Office and administrative support,Computer operators,,Total,67,$763,31
2019,Sales and office,Office and administrative support,Data entry keyers,,Total,224,$655,22
2019,Sales and office,Office and administrative support,Word processors and typists,,Total,53,$858,69
2019,Sales and office,Office and administrative support,Desktop publishers,,Total,1,–,–
2019,Sales and office,Office and administrative support,Insurance claims and policy processing clerks,,Total,211,$719,20
2019,Sales and office,Office and administrative support,"Mail clerks and mail machine operators, except postal service",,Total,44,–,–
2019,Sales and office,Office and administrative support,"Office clerks, general",,Total,925,$697,11
2019,Sales and office,Office and administrative support,"Office machine operators, except computer",,Total,13,–,–
2019,Sales and office,Office and administrative support,Proofreaders and copy markers,,Total,7,–,–
2019,Sales and office,Office and administrative support,Statistical assistants,,Total,41,–,–
2019,Sales and office,Office and administrative support,"Office and administrative support workers, all other",,Total,456,$794,25
2019,"Natural resources, construction, and maintenance",,,,Total,11546,$824,6
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",,,Total,850,$581,7
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry","First-line supervisors of farming, fishing, and forestry workers",,Total,45,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Agricultural inspectors,,Total,18,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Animal breeders,,Total,2,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry","Graders and sorters, agricultural products",,Total,75,$593,26
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Miscellaneous agricultural workers,,Total,641,$552,13
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Fishers and related fishing workers,,Total,12,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Hunters and trappers,,Total,3,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Forest and conservation workers,,Total,17,–,–
2019,"Natural resources, construction, and maintenance","Farming, fishing, and forestry",Logging workers,,Total,36,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,,,Total,6414,$808,5
2019,"Natural resources, construction, and maintenance",Construction and extraction,First-line supervisors of construction trades and extraction workers,,Total,541,"$1,059",36
2019,"Natural resources, construction, and maintenance",Construction and extraction,Boilermakers,,Total,16,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Brickmasons, blockmasons, and stonemasons",,Total,102,$763,48
2019,"Natural resources, construction, and maintenance",Construction and extraction,Carpenters,,Total,973,$756,15
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Carpet, floor, and tile installers and finishers",,Total,108,$692,31
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Cement masons, concrete finishers, and terrazzo workers",,Total,46,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Construction laborers,,Total,1470,$717,8
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Paving, surfacing, and tamping equipment operators",,Total,19,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Pile-driver operators,,Total,1,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Operating engineers and other construction equipment operators,,Total,328,$905,21
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Drywall installers, ceiling tile installers, and tapers",,Total,125,$704,26
2019,"Natural resources, construction, and maintenance",Construction and extraction,Electricians,,Total,781,$965,22
2019,"Natural resources, construction, and maintenance",Construction and extraction,Glaziers,,Total,35,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Insulation workers,,Total,49,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Painters, construction and maintenance",,Total,380,$679,15
2019,"Natural resources, construction, and maintenance",Construction and extraction,Paperhangers,,Total,3,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Pipelayers, plumbers, pipefitters, and steamfitters",,Total,531,$921,31
2019,"Natural resources, construction, and maintenance",Construction and extraction,Plasterers and stucco masons,,Total,15,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Reinforcing iron and rebar workers,,Total,3,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Roofers,,Total,148,$687,18
2019,"Natural resources, construction, and maintenance",Construction and extraction,Sheet metal workers,,Total,129,$881,24
2019,"Natural resources, construction, and maintenance",Construction and extraction,Structural iron and steel workers,,Total,52,$934,52
2019,"Natural resources, construction, and maintenance",Construction and extraction,Solar photovoltaic installers,,Total,9,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Helpers, construction trades",,Total,68,$620,18
2019,"Natural resources, construction, and maintenance",Construction and extraction,Construction and building inspectors,,Total,82,$996,121
2019,"Natural resources, construction, and maintenance",Construction and extraction,Elevator installers and repairers,,Total,25,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Fence erectors,,Total,21,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Hazardous materials removal workers,,Total,30,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Highway maintenance workers,,Total,109,$781,35
2019,"Natural resources, construction, and maintenance",Construction and extraction,Rail-track laying and maintenance equipment operators,,Total,12,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Septic tank servicers and sewer pipe cleaners,,Total,6,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Miscellaneous construction and related workers,,Total,25,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",,Total,29,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Earth drillers, except oil and gas",,Total,23,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Explosives workers, ordnance handling experts, and blasters",,Total,14,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Mining machine operators,,Total,59,"$1,402",81
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Roof bolters, mining",,Total,1,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,"Roustabouts, oil and gas",,Total,9,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Helpers--extraction workers,,Total,2,–,–
2019,"Natural resources, construction, and maintenance",Construction and extraction,Other extraction workers,,Total,35,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",,,Total,4282,$934,9
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","First-line supervisors of mechanics, installers, and repairers",,Total,270,"$1,087",75
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Computer, automated teller, and office machine repairers",,Total,157,$932,25
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Radio and telecommunications equipment installers and repairers,,Total,125,"$1,131",50
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Avionics technicians,,Total,11,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Electric motor, power tool, and related repairers",,Total,22,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Electrical and electronics installers and repairers, transportation equipment",,Total,0,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Electrical and electronics repairers, industrial and utility",,Total,12,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Electronic equipment installers and repairers, motor vehicles",,Total,5,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Electronic home entertainment equipment installers and repairers,,Total,29,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Security and fire alarm systems installers,,Total,47,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Aircraft mechanics and service technicians,,Total,155,"$1,117",34
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Automotive body and related repairers,,Total,114,$820,42
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Automotive glass installers and repairers,,Total,22,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Automotive service technicians and mechanics,,Total,709,$800,12
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Bus and truck mechanics and diesel engine specialists,,Total,358,$942,31
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Heavy vehicle and mobile equipment service technicians and mechanics,,Total,199,"$1,013",26
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Small engine mechanics,,Total,28,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",,Total,68,$611,38
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Control and valve installers and repairers,,Total,20,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Heating, air conditioning, and refrigeration mechanics and installers",,Total,384,$890,38
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Home appliance repairers,,Total,28,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Industrial and refractory machinery mechanics,,Total,424,$981,32
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Maintenance and repair workers, general",,Total,456,$870,30
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair","Maintenance workers, machinery",,Total,23,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Millwrights,,Total,40,–,–
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Electrical power-line installers and repairers,,Total,129,"$1,300",55
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Telecommunications line installers and repairers,,Total,196,"$1,014",46
2019,"Natural resources, construction, and maintenance","Installation, maintenance, and repair",Precision instrument and equipment repairers,,Total,46,–,–
